File generated on // Fichier créé sur ,23/09/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant, PM10 // PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités,µg/m3 // µg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available. // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant,NAPS ID // Identifiant SNPA,City // Ville,P/T // P/T,Latitude // Latitude,Longitude // Longitude,Date // Date,H01 // H01,H02 // H02,H03 // H03,H04 // H04,H05 // H05,H06 // H06,H07 // H07,H08 // H08,H09 // H09,H10 // H10,H11 // H11,H12 // H12,H13 // H13,H14 // H14,H15 // H15,H16 // H16,H17 // H17,H18 // H18,H19 // H19,H20 // H20,H21 // H21,H22 // H22,H23 // H23,H24 // H24
PM10,102301,Powell River,BC,49.866905,-124.521819,20160528,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-999,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160529,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,-999,0,0,1,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160530,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,3,2,2,1,-999,1,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160531,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,-999,0,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160601,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-999,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-999,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160603,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,-999
PM10,102301,Powell River,BC,49.866905,-124.521819,20160604,0,0,0,1,0,2,1,2,3,8,10,4,3,5,3,2,2,1,1,1,1,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160605,-999,1,1,1,1,1,1,1,1,7,14,18,5,11,5,5,6,1,1,1,1,1,1,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160606,0,-999,1,0,1,1,1,1,5,2,5,3,2,4,3,3,1,1,3,1,1,0,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160607,1,0,-999,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,0,0,0,0,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160608,0,0,0,-999,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160609,1,0,0,0,-999,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160610,0,0,1,0,0,-999,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160611,0,0,0,1,0,0,-999,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160612,0,0,0,0,0,0,0,-999,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160613,1,0,0,1,0,1,1,1,-999,1,2,1,1,1,2,1,1,0,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160614,0,0,0,0,0,0,1,1,1,-999,1,1,1,0,0,1,1,1,0,0,0,1,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160615,0,0,0,0,1,0,0,0,1,1,-999,1,1,1,1,1,1,1,0,1,0,1,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160616,0,0,0,1,1,1,1,1,2,1,1,-999,1,1,1,1,1,1,0,0,1,1,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160617,0,0,0,0,0,1,0,1,2,3,1,1,-999,3,3,1,1,0,0,1,1,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160618,0,0,0,0,0,1,0,0,1,1,1,1,0,-999,1,1,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160619,0,1,0,0,1,0,0,1,1,1,1,1,1,1,-999,1,1,1,0,0,1,1,1,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160620,1,1,0,1,1,1,0,1,1,7,5,3,12,8,15,-999,1,1,1,1,1,0,1,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160621,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-999,1,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160622,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,-999,1,1,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160623,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,-999,1,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160624,0,0,0,0,1,1,1,1,1,2,2,2,4,3,1,0,0,1,1,-999,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160625,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,2,1,-999,1,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160626,0,0,0,1,1,1,1,0,3,4,7,6,3,3,4,2,11,2,1,1,1,-999,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160627,1,1,0,1,1,3,1,2,4,5,5,8,-999,-999,-999,-999,4,8,3,1,1,1,-999,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160628,0,0,1,1,2,2,0,1,1,2,1,1,1,0,0,0,0,3,1,1,1,1,1,-999
PM10,102301,Powell River,BC,49.866905,-124.521819,20160629,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160630,-999,1,1,0,0,1,0,1,4,7,5,2,1,1,1,0,0,1,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160701,0,-999,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160702,0,0,-999,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160703,1,0,0,-999,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160704,0,0,0,0,-999,0,0,1,1,2,4,4,2,1,2,1,1,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160705,0,0,0,0,1,-999,1,1,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160706,0,0,0,0,0,1,-999,2,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160707,0,0,0,1,0,0,1,-999,1,1,0,0,1,2,1,1,-999,1,1,1,1,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160708,0,1,1,1,1,1,1,1,-999,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160709,1,0,0,0,0,0,0,0,0,-999,1,1,0,1,0,0,0,0,0,0,0,0,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160710,0,1,1,1,1,1,1,1,2,2,-999,1,1,2,1,1,1,0,1,0,1,0,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160711,0,1,1,0,0,1,1,0,1,1,1,-999,1,1,1,1,1,1,0,1,1,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160712,0,0,0,1,1,1,1,1,1,1,1,1,-999,1,1,1,1,0,0,1,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160713,0,0,0,0,0,0,1,0,2,3,1,1,1,-999,1,1,1,1,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160714,1,1,1,1,1,1,1,1,1,2,2,2,1,1,-999,2,0,1,0,1,1,0,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160715,0,1,1,1,1,2,1,0,1,1,1,1,1,1,0,-999,0,0,0,1,0,0,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160716,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,-999,1,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160717,0,0,0,0,0,1,1,1,2,2,1,4,2,5,3,0,0,-999,1,1,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160718,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,-999,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160719,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,-999,0,1,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160720,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,-999,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160721,0,0,0,1,1,1,0,0,1,1,4,1,7,8,2,2,2,3,0,2,0,-999,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160722,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-999,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160723,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-999
PM10,102301,Powell River,BC,49.866905,-124.521819,20160724,0,1,0,0,0,0,0,0,1,1,1,2,1,1,2,1,1,0,1,1,0,0,1,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160725,-999,1,1,0,1,3,1,2,4,6,1,2,2,1,0,1,3,4,1,1,1,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160726,1,-999,1,1,1,1,2,2,3,3,1,1,0,2,2,4,3,1,1,1,1,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160727,0,0,-999,1,1,2,1,2,3,2,2,2,3,5,4,4,3,3,2,3,1,1,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160728,1,1,1,-999,1,3,1,2,3,1,2,2,4,5,8,6,3,3,1,1,1,1,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160729,1,1,1,1,-999,3,2,2,3,2,2,4,10,10,6,2,5,6,3,1,1,1,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160730,0,0,0,0,0,-999,0,0,0,1,1,3,7,1,0,0,0,5,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160731,0,0,0,0,1,1,-999,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160801,0,1,0,1,1,1,1,-999,2,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160802,0,1,0,1,1,2,2,0,-999,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160803,1,1,0,0,1,1,1,1,2,-999,6,1,1,1,1,1,1,0,1,1,1,1,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160804,1,0,0,1,1,5,1,1,1,1,-999,1,1,5,7,4,3,2,1,0,1,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160805,0,0,0,0,0,0,0,1,1,1,1,-999,1,1,1,1,1,1,2,1,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160806,0,0,0,0,0,1,1,1,1,1,1,1,-999,1,1,1,1,1,1,0,0,0,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160807,1,1,1,1,1,1,1,1,1,1,1,1,1,-999,1,1,1,1,0,0,0,0,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160808,0,0,0,0,0,1,1,1,1,1,1,1,3,0,-999,1,1,1,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160809,0,0,0,0,0,0,1,0,1,1,2,5,2,1,2,-999,1,2,3,0,0,1,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160810,0,0,0,0,1,1,1,0,3,10,7,7,8,5,2,3,-999,1,0,1,1,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160811,1,1,1,1,2,5,4,3,3,12,9,4,6,9,5,6,1,-999,1,1,1,2,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160812,1,1,1,1,1,6,2,3,13,9,9,12,22,16,4,3,1,1,-999,1,2,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160813,2,1,1,1,1,2,1,1,15,8,9,11,12,11,4,1,1,1,1,-999,2,3,2,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160814,1,1,1,1,1,1,2,2,5,3,4,5,6,3,5,7,1,1,1,1,-999,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160815,1,1,1,1,1,3,2,1,1,6,1,1,6,2,-999,-999,-999,4,3,3,1,-999,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160816,1,1,1,1,1,2,2,2,2,2,1,1,7,1,1,2,1,1,1,1,1,1,-999,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160817,1,1,1,1,1,3,1,1,2,2,4,3,5,4,2,3,4,2,1,1,1,1,1,-999
PM10,102301,Powell River,BC,49.866905,-124.521819,20160818,1,1,1,1,1,2,3,1,2,4,4,2,1,2,1,5,2,3,3,5,4,3,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160819,-999,1,0,1,2,2,1,1,5,14,9,16,5,5,14,6,2,2,1,2,2,1,3,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160820,1,-999,1,1,1,1,1,1,7,2,5,3,3,5,6,5,5,1,0,1,1,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160821,1,0,-999,1,1,1,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160822,0,0,0,-999,1,0,1,1,1,4,3,3,4,8,5,0,1,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160823,0,1,0,0,-999,2,1,1,3,6,10,6,6,5,3,6,7,2,2,1,3,2,1,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160824,0,0,1,1,2,-999,4,1,4,8,7,1,1,2,5,13,8,1,2,1,2,1,1,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160825,0,0,0,1,1,1,-999,1,2,6,13,-999,-999,-999,-999,5,2,1,2,2,2,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160826,1,1,1,1,2,3,2,-999,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160827,1,1,1,1,1,1,1,1,-999,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160828,1,1,1,1,1,1,1,1,1,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160829,1,1,1,1,1,1,1,1,1,2,-999,2,1,1,1,1,1,1,1,1,1,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160830,1,1,1,1,1,1,2,3,3,2,2,-999,2,2,1,1,1,1,1,1,1,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160831,1,1,1,1,1,1,1,1,1,2,2,2,-999,2,3,3,2,1,1,1,1,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160901,0,0,0,0,0,0,0,0,0,1,0,0,0,-999,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160902,0,0,0,0,0,1,2,2,1,1,1,0,0,0,-999,0,1,0,21,16,1,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160903,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,-999,2,1,1,1,0,1,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160904,0,1,0,1,1,3,3,3,2,1,1,1,0,0,0,0,-999,0,2,1,1,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160905,0,0,0,0,0,0,0,1,1,2,2,1,1,1,0,0,0,-999,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160906,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,-999,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160907,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,-999,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160908,0,0,0,1,1,2,1,1,1,0,2,1,1,1,0,0,0,0,1,0,-999,1,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160909,0,0,0,0,0,1,3,2,2,1,1,2,1,1,2,2,3,2,1,1,0,-999,1,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160910,0,0,0,1,0,0,0,1,1,1,3,3,8,6,3,1,1,0,1,1,0,0,-999,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160911,0,0,0,0,0,0,1,1,0,3,3,4,1,4,9,15,1,1,2,1,1,1,0,-999
PM10,102301,Powell River,BC,49.866905,-124.521819,20160912,0,1,0,1,1,3,4,2,4,2,4,10,8,9,4,4,2,2,4,2,3,1,1,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160913,-999,0,0,0,1,1,4,1,2,2,1,7,12,17,10,5,1,3,3,4,3,1,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160914,1,-999,1,1,2,2,7,3,2,2,2,2,2,4,5,3,6,4,5,1,1,4,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160915,1,1,-999,1,1,2,6,3,2,3,2,2,2,2,2,1,0,1,1,1,2,1,2,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160916,0,0,1,-999,1,1,1,3,3,3,2,3,1,1,1,1,1,1,0,0,1,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160917,0,0,0,0,-999,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160918,0,0,0,0,0,-999,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160919,0,0,0,0,0,0,-999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160920,0,0,0,0,1,1,0,-999,0,1,3,8,4,2,1,2,1,1,1,1,0,0,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160921,0,1,1,1,3,6,8,4,-999,6,9,6,5,4,11,6,4,2,-999,-999,-999,0,2,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160922,1,1,0,1,2,4,7,2,2,-999,3,2,1,1,1,1,1,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160923,0,0,0,0,0,0,0,0,0,0,-999,1,0,0,0,0,0,0,1,1,1,1,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20160924,0,1,0,0,0,1,1,1,1,1,0,-999,0,1,1,1,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160925,0,0,0,0,0,0,1,0,0,0,0,0,-999,0,0,0,1,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160926,0,0,0,1,1,1,1,1,1,1,1,1,2,-999,2,2,1,4,2,3,4,1,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160927,0,0,0,0,0,0,0,1,1,0,0,2,1,1,-999,1,1,1,1,1,4,5,4,4
PM10,102301,Powell River,BC,49.866905,-124.521819,20160928,2,2,1,1,2,2,2,1,1,1,1,1,5,3,7,-999,1,4,6,6,1,4,2,4
PM10,102301,Powell River,BC,49.866905,-124.521819,20160929,1,1,1,2,4,6,14,5,1,1,2,1,4,8,7,6,-999,2,4,3,1,1,1,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20160930,1,0,0,1,0,2,2,1,2,2,2,2,2,1,1,1,1,-999,2,0,1,1,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-999,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161002,0,0,0,0,0,0,0,0,1,0,1,2,2,3,4,4,2,1,1,-999,3,1,0,2
PM10,102301,Powell River,BC,49.866905,-124.521819,20161003,0,0,0,0,0,0,0,1,1,0,1,1,2,3,1,1,1,0,1,1,-999,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161004,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,-999,1,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161005,0,0,0,0,0,1,3,1,1,0,1,1,2,2,3,1,1,1,1,1,1,0,-999,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161006,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,-999
PM10,102301,Powell River,BC,49.866905,-124.521819,20161007,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,2,1,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161008,-999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20161009,0,-999,1,1,1,1,2,3,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20161010,3,3,-999,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161011,0,0,0,-999,0,0,1,1,1,2,1,3,4,1,0,0,3,2,1,1,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161012,0,0,0,0,-999,2,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161013,0,0,0,0,0,-999,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161014,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161015,0,0,0,0,0,0,0,-999,0,0,0,0,0,1,0,0,1,0,28,79,2,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161016,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161017,0,0,0,0,0,0,0,1,1,-999,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161018,0,0,0,0,0,0,0,0,0,0,-999,1,1,1,1,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161019,0,0,0,0,0,0,0,0,0,1,1,-999,0,0,0,0,0,0,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161020,0,0,0,0,0,0,1,0,0,1,1,1,-999,1,1,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161021,0,0,0,0,0,0,1,0,0,0,0,1,1,-999,0,0,0,0,1,0,0,0,1,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-999,0,1,0,1,1,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161024,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,-999,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161026,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,-999,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,-999,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161028,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-999,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161029,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,-999,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-999,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161031,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,-999
PM10,102301,Powell River,BC,49.866905,-124.521819,20161101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161102,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161103,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161104,0,0,-999,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161105,0,0,0,-999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161106,0,0,0,0,-999,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161107,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161108,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161109,0,0,0,0,0,0,1,-999,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161110,0,0,0,0,0,0,0,0,-999,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161111,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161112,0,0,0,0,0,0,0,0,0,1,-999,1,0,0,0,0,0,0,0,0,0,0,0,0
