File generated on // Fichier créé sur ,23/09/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant, PM10 // PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités,µg/m3 // µg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available. // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant,NAPS ID // Identifiant SNPA,City // Ville,P/T // P/T,Latitude // Latitude,Longitude // Longitude,Date // Date,H01 // H01,H02 // H02,H03 // H03,H04 // H04,H05 // H05,H06 // H06,H07 // H07,H08 // H08,H09 // H09,H10 // H10,H11 // H11,H12 // H12,H13 // H13,H14 // H14,H15 // H15,H16 // H16,H17 // H17,H18 // H18,H19 // H19,H20 // H20,H21 // H21,H22 // H22,H23 // H23,H24 // H24
PM10,102301,Powell River,BC,49.866905,-124.521819,20161113,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161114,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161115,0,0,0,0,0,0,1,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-999,0,0,0,1,1,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,-999,1,0,2,1,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161119,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-999,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-999,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161122,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,-999,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161123,0,0,0,0,0,0,1,0,6,6,2,3,0,0,0,0,0,0,0,0,0,-999,0,12
PM10,102301,Powell River,BC,49.866905,-124.521819,20161124,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,4,0,1,0,0,0,0,-999,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161125,0,0,0,0,0,0,1,0,1,9,6,30,1,0,0,0,0,0,0,0,0,0,0,-999
PM10,102301,Powell River,BC,49.866905,-124.521819,20161126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20161127,-999,1,1,0,0,0,-999,-999,-999,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161128,0,-999,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161129,0,0,-999,0,0,0,1,0,0,1,0,0,9,5,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161130,0,0,0,-999,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161201,0,0,0,0,-999,1,1,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161202,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161203,0,0,0,0,0,0,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161204,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20161205,0,0,0,0,0,0,0,0,-999,1,0,0,1,1,1,1,1,3,3,2,2,3,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161206,0,0,0,0,0,0,1,0,1,-999,0,0,0,1,1,2,3,1,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161207,0,0,0,0,0,0,0,1,0,1,-999,0,1,1,1,2,1,1,0,1,3,1,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161208,0,0,0,0,0,0,1,0,1,1,0,-999,1,1,1,2,1,1,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161209,0,0,0,0,0,0,1,0,0,1,0,1,-999,0,0,1,1,0,0,1,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161210,0,0,0,0,1,0,1,0,1,1,1,1,1,-999,0,0,0,0,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161211,0,0,0,0,0,0,0,0,0,1,1,1,1,0,-999,1,0,1,1,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161212,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-999,0,1,0,1,1,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161213,0,0,0,0,0,0,0,1,1,1,1,0,1,2,0,2,-999,2,1,2,0,1,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161214,0,0,0,0,0,1,1,1,1,-999,0,0,0,1,-999,-999,-999,-999,6,1,1,0,1,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161215,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,-999,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161216,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,-999,0,1,1,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161217,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-999,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161218,0,0,-999,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,-999,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161219,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,-999,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-999
PM10,102301,Powell River,BC,49.866905,-124.521819,20161221,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-999,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161222,-999,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161223,0,-999,0,0,0,0,0,1,1,1,0,0,1,1,0,0,2,1,1,0,1,3,3,4
PM10,102301,Powell River,BC,49.866905,-124.521819,20161224,3,2,-999,2,2,1,1,1,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20161225,1,0,0,-999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161226,0,0,0,0,-999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161227,0,0,0,0,0,-999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161228,0,0,0,0,0,1,-999,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161229,0,0,0,0,0,0,0,-999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PM10,102301,Powell River,BC,49.866905,-124.521819,20161230,0,0,0,0,0,0,1,0,-999,2,1,0,0,0,1,0,1,0,1,1,1,0,0,1
PM10,102301,Powell River,BC,49.866905,-124.521819,20161231,1,0,0,0,0,0,0,0,0,-999,1,0,0,0,1,0,0,0,0,0,0,1,1,0
PM10,102302,Powell River,BC,49.886894,-124.558104,20160101,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160102,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160103,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160104,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160106,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160107,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160108,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160109,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160111,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160112,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160113,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160114,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160116,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160117,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160119,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160120,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160121,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160122,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160123,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160124,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160126,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160127,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160128,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160129,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160130,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160131,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160201,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160202,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160203,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160204,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160205,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160206,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160207,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160208,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160209,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160210,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160211,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160212,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160213,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160214,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160215,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160216,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160217,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160218,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160219,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160220,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160221,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160222,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160223,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160224,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160226,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160227,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160228,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160229,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160301,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160302,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160303,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160304,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160305,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160306,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160307,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160308,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160309,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160310,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160311,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160312,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160313,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160314,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160315,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160316,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160317,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160318,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160319,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160320,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160321,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160322,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160323,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160324,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160325,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160326,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160327,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160328,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160329,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160330,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160331,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160401,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,102302,Powell River,BC,49.886894,-124.558104,20160402,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
